date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:21:08	23124/23124	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Nov%202018%2011:21:08%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay3.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay3.3d.delayed	(from http://credal.devv.website/wp-content/themes/credal/assets/css/camera.css?ver=1.3.4)
15:21:09	23124/23124	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Nov%202018%2011:21:09%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay4.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay4.3e.delayed	(from http://credal.devv.website/wp-content/themes/credal/assets/css/camera.css?ver=1.3.4)
15:21:10	23124/23124	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Nov%202018%2011:21:10%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay5.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay5.3f.delayed	(from http://credal.devv.website/wp-content/themes/credal/assets/css/camera.css?ver=1.3.4)
15:21:11	23124/23124	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Nov%202018%2011:21:11%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay6.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay6.40.delayed	(from http://credal.devv.website/wp-content/themes/credal/assets/css/camera.css?ver=1.3.4)
15:21:12	23124/23124	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Nov%202018%2011:21:12%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay7.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay7.41.delayed	(from http://credal.devv.website/wp-content/themes/credal/assets/css/camera.css?ver=1.3.4)
15:21:14	23124/23124	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Nov%202018%2011:21:13%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay8.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay8.42.delayed	(from http://credal.devv.website/wp-content/themes/credal/assets/css/camera.css?ver=1.3.4)
15:21:15	23124/23124	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Nov%202018%2011:21:15%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay9.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay9.43.delayed	(from http://credal.devv.website/wp-content/themes/credal/assets/css/camera.css?ver=1.3.4)
15:21:16	23124/23124	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Nov%202018%2011:21:16%20GMT	http://credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay10.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal/assets/images/patterns/overlay10.44.delayed	(from http://credal.devv.website/wp-content/themes/credal/assets/css/camera.css?ver=1.3.4)
15:21:17	538/538	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2017:27:32%20GMT	http://credal.devv.website/wp-content/themes/credal-child/images/arrow_icon.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal-child/images/arrow_icon.png	(from http://credal.devv.website/wp-content/themes/credal-child/style.css?ver=4.9.8)
15:21:18	10071/10071	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Oct%202018%2019:12:06%20GMT	http://credal.devv.website/wp-content/themes/credal-child/images/advisor_after.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/themes/credal-child/images/advisor_after.png	(from http://credal.devv.website/wp-content/themes/credal-child/style.css?ver=4.9.8)
15:21:18	302/302	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/vc/alert.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/vc/alert.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:19	323/323	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/vc/info.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/vc/info.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:20	244/244	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/vc/tick.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/vc/tick.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:20	495/495	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/vc/exclamation.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/vc/exclamation.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:21	712/712	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/address-book.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:21	841/841	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:22	694/694	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/anchor.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:23	544/544	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/application-image.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:23	590/590	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/arrow.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:24	682/682	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:24	705/705	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:25	674/674	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/balloon.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/balloon.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:26	717/717	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:26	691/691	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:27	700/700	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:27	648/648	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:28	621/621	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/binocular.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/binocular.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:29	688/688	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:29	700/700	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:30	647/647	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:30	763/763	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:31	690/690	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:32	709/709	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:32	691/691	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:33	635/635	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:34	590/590	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:34	635/635	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/camera.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/camera.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:35	659/659	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/chart.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/chart.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:35	1686/1686	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:36	706/706	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/clock.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/clock.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:37	470/470	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/control.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/control.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:37	606/606	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/fire.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/fire.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:38	792/792	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/heart.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/heart.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:38	505/505	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/mail.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/mail.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:39	756/756	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:40	657/657	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/video.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/icons/video.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:40	7668/7668	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.eot?f6ud62	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.eot	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:41	7464/7464	---M--	200	added ('OK')	font/ttf	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.ttf?f6ud62	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.ttf	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:41	7540/7540	---M--	200	added ('OK')	font/woff	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.woff?f6ud62	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.woff	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:42	24504/24504	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.svg?f6ud62	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.svg	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:43	223/223	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:30%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/toggle_open.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/toggle_open.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:43	168/168	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/toggle_close.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/toggle_close.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:44	198/198	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/flickr.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/flickr.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:45	126/126	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/vc/blur.svg	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/vc/blur.svg	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:46	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.eot?-9hbgac	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.eot	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:46	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.eot?	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1d41d.eot	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:47	5924/5924	---M--	200	added ('OK')	font/woff	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.woff?-9hbgac	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.woff	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:47	5848/5848	---M--	200	added ('OK')	font/ttf	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.ttf?-9hbgac	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.ttf	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:48	13215/13215	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.svg?-9hbgac	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.svg	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:49	673/673	---M--	200	added ('OK')	image/gif	date:Fri,%2012%20Oct%202018%2019:57:28%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/images/spinner.gif	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/images/spinner.gif	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:49	265/265	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Oct%202018%2019:57:34%20GMT	http://credal.devv.website/wp-content/plugins/js_composer/assets/vc/remove.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/plugins/js_composer/assets/vc/remove.png	(from http://credal.devv.website/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5)
15:21:50	2218/2218	---MC-	200	added ('OK')	application/json	date:Fri,%2023%20Nov%202018%2011:21:50%20GMT	http://credal.devv.website/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcredal.devv.website%2Fwhat-we-do%2F	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-json/oembed/1.0/embed3cf0.json	(from http://credal.devv.website/what-we-do/)
15:21:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Nov%202018%2011:21:50%20GMT	http://credal.devv.website/?p=15	C:/My%20Web%20Sites/Credal/credal.devv.website/indexa1ca.html	(from http://credal.devv.website/what-we-do/)
15:21:52	2315/2315	---MC-	200	added ('OK')	text/xml	date:Fri,%2023%20Nov%202018%2011:21:52%20GMT	http://credal.devv.website/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcredal.devv.website%2Fwhat-we-do%2F&format=xml	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-json/oembed/1.0/embed9a40	(from http://credal.devv.website/what-we-do/)
15:22:05	112277/112277	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Oct%202018%2015:02:41%20GMT	http://credal.devv.website/wp-content/uploads/2018/10/1FAiNDER.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/uploads/2018/10/1FAiNDER.png	(from http://credal.devv.website/what-we-do/)
15:22:10	92135/92135	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Oct%202018%2015:02:46%20GMT	http://credal.devv.website/wp-content/uploads/2018/10/4Light_weight.png	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-content/uploads/2018/10/4Light_weight.png	(from http://credal.devv.website/what-we-do/)
15:22:11	2218/2218	---MC-	200	added ('OK')	application/json	date:Fri,%2023%20Nov%202018%2011:22:10%20GMT	http://credal.devv.website/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcredal.devv.website%2Four-people%2F	C:/My%20Web%20Sites/Credal/credal.devv.website/wp-json/oembed/1.0/embed0801.json	(from http://credal.devv.website/our-people/)
15:22:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Nov%202018%2011:22:12%20GMT	http://credal.devv.website/?p=284	C:/My%20Web%20Sites/Credal/credal.devv.website/index7b2c.html	(from http://credal.devv.website/our-people/)
